Title,Content,Country,Type,year,country,Image,
Βοήθεια,"Στην Τανζανία, το 2018 στείλαμε τα τελευταία μας χρήματα για να βοηθήσουμε τον Διονύση Καρύδα, παιδί από  Έλληνα πατέρα και Κονγκολέζα  μητέρα.
Τον γνωρίσαμε το 2009  στο Μπουρούντι, μικρό παιδί, ορφανό και από μητέρα και από πατέρα.
Τον βοηθήσαμε, να τελειώσει το Γυμνάσιο και το Λύκειο στο Μπουρούντι και να συνεχίσει τις σπουδές του στην Τανζανία.
Νιώθουμε δυνατή χαρά, που βοηθήσαμε τον Διονύση να σπουδάσει.
Τώρα ο Διονύσης, ζει μια όμορφη ζωή στην Τανζανία. Του ευχόμαστε να είναι ευτυχισμένος!",Τανζανια,News,2018,Τανζανια,Εικόνα 649.jpg,
Ευχαριστίες,"Ευχαριστώ αληθινά με την καρδιά μου, τα παιδιά του Γιώργου και της Γαλάτειας, όλους τους φίλους που ήταν μαζί μας, το βράδυ της Κυριακής, 3 / 11 / 2019 στο Κάραβελ, στην παρουσίαση του όμορφου βιβλίου με τίτλο "" Γιώργος και Γαλάτεια Σουρέλη, ζωή όλο φως ""
Ακόμα ευχαριστώ με την καρδιά μου, τις εκδόσεις εν πλω, για την εξαιρετική έκδοση, τους εκλεκτούς ομιλητές της βραδιάς, τους καλούς φίλους του Γιώργου και της Γαλάτειας, που μοιράστηκαν μαζί μας στο βιβλίο, στιγμές που έζησαν μαζί τους, συνεργασίες, συναισθήματα, αλήθειες.
Τούτο το μικρό αφιέρωμα, για τη ζωή αυτών των ξεχωριστών αγαπημένων ανθρώπων, είναι μια μικρή πράξη χρέους, ένα μεγάλο ευχαριστώ, για όλα όσα με περισσή αγάπη πρόσφεραν στη δικη μου οικογένεια, στη δική μου ζωή και στις ζωές χιλιάδων ανθρώπων στην Ελλάδα και σε ολόκληρο τον κόσμο!
Τα έσοδα από την πώληση αυτού του αληθινά όμορφου βιβλίου, θα διατεθούν στην Ιεραποστολή, την οποία η Γαλάτεια και ο Γιώργος τόσο πολύ αγάπησαν κι εργάστηκαν γι' αυτή.",Ελλάδα,News,2019,Ελλάδα,10.jpg,
Πρόσκληση σε εκδήλωση,,Ελλάδα,News,2019,Ελλάδα,75242303_534636254034735_4331323326577246208_o.jpg,
ΠΡΑΚΤΙΚΟ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΗΣ ΟΡΓΑΝΩΣΗΣ ΜΕ ΤΗΝ ΕΠΩΝΥΜΙΑ <<ΑΝΘΡΩΠΟΙ ΑΓΑΠΗΣ >> ΤΗΣ 11ης ΜΑΡΤΙΟΥ 2019 ΓΙΑ ΤΗΝ ΣΥΓΚΡΟΤΗΣΗ ΣΕ ΣΩΜΑ,"Στην Ν.Χαλκηδόνα Αττικής σήμερα την 11/3/2019 ημέρα Δευτέρα και ώρα 09.00 μ.μ. επί της οδού Αγίων Αναργύρων 11 συνήλθαν τα νεοεκλεγέντα από την Γενική Συνέλευση της 8ης Μαρτίου 2019 μέλη του Διοικητικού Συμβουλίου της μη κερδοσκοπικής οργάνωσης με την επωνυμία «Άνθρωποι Αγάπης».
Στη συνεδρίαση παρέστησαν:
1. Γεωργία Χατζήβεη του Ιωάννη.
2. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου.
3. Ερμιόνη Δημητροπούλου του Ιωάννη.
4. Ιωάννα Κυριαζή του Κωνσταντίνου
5. Ελένη Πατσουλέ του Γεωργίου
Διαπιστώθηκε απαρτία και άρχισε η συνεδρίασή του.
Θ Ε Μ Α 1ο: Συγκρότηση σε σώμα του Διοικητικού Συμβουλίου και εκλογή Προέδρου, Αντιπροέδρου, Γενικού Γραμματέα και Ταμία .
Η εκ των μελών του Διοικητικού Συμβουλίου κα Γεωργία Χατζήβεη εκθέτει ότι οι παρόντες εξελέγησαν από την Γενική Συνέλευση της 9ης Μαρτίου 2019 ως μέλη του Διοικητικού Συμβουλίου, το οποίο θα διοικήσει την οργάνωση για την επόμενη τριετία.
Μετά τα ανωτέρω το Διοικητικό Συμβούλιο της οργάνωσης συγκροτείται σε σώμα, διεξαχθείσης δε μεταξύ των μελών του σχετικής ψηφοφορίας εκλέγεται ομόφωνα η κα Γεωργία Χατζήβεη του Ιωάννη ως Πρόεδρος αυτού για ολόκληρο το διάστημα της θητείας των μελών του Δ.Σ., Αντιπρόεδρος η κ. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, Γενικός Γραμματέας η κ.Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου του Ιωάννη και Ταμίας η κ.Δημητροπούλου Ερμιόνη του Ιωάννη για το ίδιο χρονικό διάστημα.
Έτσι το Διοικητικό Συμβούλιο το οποίο θα διοικήσει την μη κερδοσκοπική οργάνωση με την επωνυμία «Άνθρωποι Αγάπης» μέχρι την Τακτική Γενική Συνέλευση που θα εγκρίνει τις ετήσιες οικονομικές καταστάσεις της χρήσεως που λήγει την 31/12/2021, συγκροτείται σε σώμα ως εξής:
1. Γεωργία Χατζήβεη του Ιωάννη, κάτοικος Διόνυσου, οδός Ευτέρπης 89, γεννηθείσα το 1947 με αρ.ταυτ. ΑΜ 619219/28.07.2016 Τ.Α. Ν. Φιλαδέλφειας, Πρόεδρος του Διοικητικού Συμβουλίου.
2. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, κάτοικος Μεταμόρφωσης , οδός Β.Ουγκώ2, γεννηθείσα το 1972 με αρ.ταυτ. Χ 587081/25.8.2003 Τ.Α. Αμαρουσίου, Αντιπρόεδρος του Διοικητικού Συμβουλίου.
3.Ιωάννα Κυριαζή του Κωνσταντίνου , κάτοικος Ν.Φιλαδέλφειας οδός Ζαίμη 18 γεννηθείσα το 1974 με αρ.ταυτ. Π323862, Γενικός Γραμματέας.
4.Ερμιόνη Δημητροπούλου του Ιωάννη κάτοικος Αθηνών, οδός Τσαμαδού 4 γεννηθείσα το 1940 αρ.ταυτ.Κ.012965/11.5.1976 Ταμίας του Διοικητικού Συμβουλίου.
5.Ελένη Πατσουλέ του Γεωργίου, κάτοικος Ζωγράφου, οδός Παπαδιαμαντοπούλου 97, γεννηθείσα το 1962 με αρ.ταυτ. ΑΖ 586965, Μέλος.
Το Διοικητικό Συμβούλιο μετά από πρόταση της Προέδρου αυτού εξουσιοδοτεί τον ταμία του Διοικητικού Συμβουλίου να ενεργεί εισπράξεις, πληρωμές, καταθέσεις και αναλήψεις από την τράπεζα που θα επιλεγεί, συνυπογράφοντας με την πρόεδρο του Διοικητικού Συμβουλίου και τη Γενική Γραμματέα.
Μετά από αυτό και εφόσον δεν υπάρχει άλλο θέμα, λύεται η συνεδρίαση του Διοικητικού Συμβουλίου.
Ο Πρόεδρος Ο Γραμματεύς
ΑΚΡΙΒΕΣ ΑΝΤΙΓΡΑΦΟ ΑΠΟ ΤΟ ΒΙΒΛΙΟ ΠΡΑΚΤΙΚΩΝ Δ.Σ. 8/5/2019
Η ΠΡΟΕΔΡΟΣ ΤΟΥ Δ.Σ.
ΓΕΩΡΓΙΑ ΧΑΤΖΗΒΕΗ",Ελλάδα,News,2019,Ελλάδα,,
ΣΠΡΑΚΤΙΚΟ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΗΣ ΟΡΓΑΝΩΣΗΣ ΜΕ ΤΗΝ ΕΠΩΝΥΜΙΑ  <<ΑΝΘΡΩΠΟΙ ΑΓΑΠΗΣ >> της  12ης ΜΑΡΤΙΟΥ  2016  ΓΙΑ ΤΗΝ ΣΥΓΚΡΟΤΗΣΗ ΣΕ ΣΩΜΑυγκρότηση σε σώμα έτος 2016,"Στην Ν. Χαλκηδόνα σήμερα την 19/3/2016 ημέρα Σάββατο και ώρα 15.00 μ.μ. επί της οδού Αγ. Αναργύρων 11 συνήλθαν τα νεοεκλεγέντα από την Γενική Συνέλευση της 12ης Μαρτίου 2016 μέλη του Διοικητικού Συμβουλίου της μη κερδοσκοπικής οργάνωσης με την επωνυμία «Άνθρωποι Αγάπης».
Στη συνεδρίαση παρέστησαν:1. Γεωργία Χατζήβεη του Ιωάννη.
2. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου.
3.  Ερμιόνη  Δημητροπούλου του Ιωάννου
4.  Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου
5. Ελένη Πατσουλέ του Γεωργίου
Διαπιστώθηκε απαρτία και άρχισε η συνεδρίασή του.
1:  Συγκρότηση σε σώμα του Διοικητικού Συμβουλίου και εκλογή Προέδρου, Αντιπροέδρου, Γενικού Γραμματέα και Ταμία .
         Η εκ των μελών του Διοικητικού Συμβουλίου κα Γεωργία Χατζήβεη εκθέτει ότι οι παρόντες εξελέγησαν από την Γενική Συνέλευση της 12ης Μαρτίου 2016 ως μέλη του Διοικητικού Συμβουλίου, το οποίο θα διοικήσει την οργάνωση για την επόμενη τριετία.
     Μετά τα ανωτέρω το Διοικητικό Συμβούλιο της οργάνωσης συγκροτείται σε σώμα, διεξαχθείσης δε μεταξύ των μελών του σχετικής ψηφοφορίας εκλέγεται ομόφωνα η κα Γεωργία Χατζήβεη του Ιωάννη ως Πρόεδρος αυτού για ολόκληρο το διάστημα της θητείας των μελών του Δ.Σ., Αντιπρόεδρος η κ. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, Γενικός Γραμματέας η κ.Ιωάννα-Νεκταρία Κυριαζή  του Κωνσταντίνου, Ταμίας η Ερμιόνη  Δημητροπούλου  και Μέλος η κ.Ελένη Πατσουλέ για το ίδιο χρονικό διάστημα.
     Έτσι το Διοικητικό Συμβούλιο το οποίο θα διοικήσει την μη κερδοσκοπική οργάνωση με την επωνυμία «Άνθρωποι Αγάπης» μέχρι την Τακτική Γενική Συνέλευση που θα εγκρίνει τις ετήσιες οικονομικές καταστάσεις της χρήσεως που λήγει την 31/12/2016, συγκροτείται σε σώμα ως εξής:
1. Γεωργία Χατζήβεη του Ιωάννη, κάτοικος  Ν.  Φιλαδέλφειας, οδός  Αδάνων 17, γεννηθείσα το 1947 με αρ.ταυτ. Ι 349342/31.5.1973 Τ.Α. Ν. Φιλαδέλφειας, Πρόεδρος του Διοικητικού Συμβουλίου.

Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, κάτοικος Αμαρουσίου, οδός Βασ.Αλεξάνδρου 16Α, γεννηθείσα το 1972 με αρ.ταυτ. Χ 587081/25.8.2003 Τ.Α. Αμαρουσίου, Αντιπρόεδρος του Διοικητικού Συμβουλίου.
Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου, κάτοικος Ν. Φιλαδέλφειας, οδός Ζαίμη 18, γεννηθείσα το 1974 με αρ.ταυτ. Π. 323862, Γενική Γραμματέας.
Ερμιόνη Δημητροπούλου του Ιωάννου, κάτοικος  Αθηνών  οδός Τσαμαδού 4 γεννηθείσα το 1940  με αρ. ταυτ. Α Ζ  627701 Ταμίας.
Ελένη Πατσουλέ του Γεωργίου, κάτοικος Ζωγράφου, οδός Παπαδιαμαντοπούλου 97, γεννηθείσα το 1962 με αρ.ταυτ. Λ 290096, μέλος του Διοικητικού Συμβουλίου.
Το Διοικητικό Συμβούλιο μετά από πρόταση της Προέδρου αυτού εξουσιοδοτεί τον ταμία του Διοικητικού Συμβουλίου να ενεργεί εισπράξεις, πληρωμές, καταθέσεις και αναλήψεις και γενικά ό,τι ορίζεται από το άρθρο 11.5 αυτού, από την Εθνική Τράπεζα.
Μετά από αυτό και εφόσον δεν υπάρχει άλλο θέμα, λύεται η συνεδρίαση του Διοικητικού Συμβουλίου.
Η Πρόεδρος                 H Γενική  Γραμματέας                 Η Ταμίας
Γεωργία Χατζήβεη          Ιωάννα-Νεκταρία Κυριαζή        Ερμιόνη  Δημητροπούλου

Η Ανιπρόεδρος                               Μέλος

Σμαράγδα Τσίχλη                         Ελένη Πατσουλέ",Ελλάδα,News,2016,ΟΡΓΑΝΙΣΜΟΣ,,
"Το έργο των ""Ανθρώπων αγάπης""","Οι «Άνθρωποι αγάπης» είναι Ανθρωπιστικός – Μη Κυβερνητικός οργανισμός, μια μεγάλη οικογένεια φίλων, με πίστη, ελπίδα και σκοπό στη ζωή.
Προσφέρουμε στα παιδιά και στους συνανθρώπους μας με ανιδιοτέλεια, αληθινά με την καρδιά μας και ονειρευόμαστε ένα ελπιδοφόρο κόσμο.
Η θέση μας είναι δίπλα σε κάθε παιδί, σε κάθε άνθρωπο που ελπίζει και περιμένει την αγάπη μας.
Η προσφορά μας θέλουμε να φτάσει παντού και να δώσει ελπίδα.
Ευχή μας κάθε ψυχή να μπορεί να χαμογελά!

Προσφέρουμε την αγάπη μας στις χώρες: Ελλάδα - Μολδαβία - Μπουρούντι – Ουγκάντα- Τανζανία-Ρουάντα, Κονγκό.

Όλα μας τα προγράμματα είναι εθελοντικά και θέλουμε να πούμε ένα μεγάλο ευχαριστώ στους υπέροχους εθελοντές μας με την όμορφη τρυφερή καρδιά, τη γεμάτη αγάπη και προσφορά



Εμείς όλοι όσοι ανήκουμε στη μεγάλη οικογένεια των «Ανθρώπων Αγάπης» με τη βοήθεια του Θεού, θα συνεχίσουμε να προσπαθούμε, γιατί ξέρουμε πως αν απλώσουμε το χέρι μας, κάποιο άλλο χέρι περιμένει απλωμένο.

Θα συνεχίσουμε τον αγώνα τον καλό, θα συνεχίσουμε τα όνειρα, γιατί ζωή χωρίς όνειρα μοιάζει με πουλιά χωρίς φτερά, ανήμπορα να πετάξουν.

Ε  Λ Λ Α Δ Α
•    Βοηθάμε οικονομικά  τα παιδιά στις φυλακές νέων του Αυλώνα Αττικής. Τους προσφέρουμε χρήματα, δώρα και περνάμε μαζί τους δημιουργικό χρόνο.

•    Στηρίζουμε συναισθηματικά τα άρρωστα παιδιά στο Νοσοκομείο Παίδων «Αγλαΐα Κυριακού». Περνάμε μαζί τους χαρούμενες και δημιουργικές ώρες.

•    Στηρίζουμε οικονομικά το Κοινωνικό Παντοπωλείο του Δήμου.

•    Βοηθάμε τα παιδιά με ειδικές ικανότητες.

•    Δημιουργήσαμε το «Σχολείο αγάπης»  για παιδιά Δημοτικού- Γυμνασίου- Λυκείου στη Νέα Χαλκηδόνα.

•    Βοηθάμε τα παιδιά να προετοιμάσουν τα μάθήματα του σχολείου τους για την επόμενη ημέρα.

•    Δημιουργήσαμε το 2013 τη «Δωροχώρα», ένα πρόγραμμα αλληλεγγύης για τους συνανθρώπους μας.

•    Βοηθάμε το Φιλανθρωπικό έργο των ενοριών Κοιμήσεως Θεοτόκου , Αγ. Ιωάννου και Αγίας Τριάδος.

•    Δημιουργήσαμε το πρόγραμμα «Πιάτα αγάπης» βοηθώντας με φαγητό και τρόφιμα, φτωχές οικογένειες στη Ν.Φ.

ΜΟΛΔΑΒΙΑ 2004
* Βοηθήσαμε οικονομικά ένα σχολείο στο Μπελτς με 150 παιδιά που αντιμετώπιζαν  προβλήματα με μάτια τους.

*Στην πόλη Πίρλιτσα το δώρο μας ήταν ένα τρακτέρ που βοήθησε τους ανθρώπους, να καλλιεργούν τη γη τους και να βγάζουν το ψωμί των παιδιών τους.

Στην πόλη Μπελτς  βοηθήσαμε την ανακαίνιση και την αγιογράφηση του Ιερού Ναού του Αγίου Κωνσταντίνου και της Αγίας Ελένης.
Στην ίδια πόλη δημιουργήσαμε την «Τράπεζα αγάπης» για τη δημιουργία μικρών οικογενειακών επιχειρήσεων.
*Στο Πανεπιστήμιο της πόλης Κομράτ, συνεισφέραμε στην καταβολή των διδάκτρων 10 φοιτητών, για να διδαχθούν την ελληνική γλώσσα.

ΜΠΟΥΡΟΥΝΤΙ 2007

Δημιουργήσαμε με τη βοήθεια της Σχολής Χατζήβεη στην πόλη Μπουραμάτα ένα δημοτικό σχολείο για 650 φτωχά και ορφανά παιδιά.

•    Βοηθάμε το ιεραποστολικό έργο του κ. Ιννοκέντιου, της Επισκοπής Μπουρούντι – Ρουάντα.

•     Βοηθήσαμε στο χτίσιμο του Ιερού Ναού του Αγίου Αλεξίου που βρίσκεται δίπλα στο σχολείο μας.

•    Φέραμε το νερό από 2.500 μέτρα μακριά στο σχολείο.

•    Προσφέρουμε γεύματα σε συνανθρώπους μας που βρίσκονται κοντά στην ελληνική κοινότητα, στην πρωτεύουσα Μπουζουμπούρα.

•    Προσφέρουμε φαγητό στους φυλακισμένους.

•    Δημιουργήσαμε το πρόγραμμα «παιδιά καρδιάς», για αναδοχή παιδιών.

•     Βοηθάμε τα παιδιά και τις οικογένειές τους, στη φτωχική περιοχή  Κανιόσα.

•    Δημιουργήσαμε το πρόγραμμα «Βοήθεια για Βοήθεια», ένα ελπιδοφόρο πρόγραμμα, προσφέροντας μικρά χρηματικά ποσά σε οργανώσεις, συλλόγους, φτωχές οικογένειες, πρόσωπα, για μικρές πηγές εσόδων.

•    Ξεκινήσαμε τη δημιουργία Γυμνασίου δίπλα στο Δημοτικό σχολείο.

ΟΥΓΚΑΝΤΑ 2008
•    Βοηθάμε το ιεραποστολικό έργο του Επισκόπου κ.  Ιωνά.

•    Υποστηρίξαμε οικονομικά τη λειτουργία 2 μικρών σχολείων στα χωριά Kakiri και Kamuli που φοιτούν 200 φτωχά παιδιά.

•     Βοηθάμε το Μοναστήρι στο  Monde , τη Γερόντισσα Μαρία που έζησε πολλά χρόνια στην Ελλάδα και μεγαλώνει 16 ορφανά παιδιά.

•    Βοηθάμε οικονομικά τους φοιτητές στο Πανεπιστήμιο Hopeful Future Secondary School. Στείλαμε χρήματα για αγορά Η-Υ για τους φοιτητές, ραπτομηχανές για τις φοιτήτριες και για την καλλιέργεια κηπευτικών για το φαγητό των φοιτητών.

ΤΑΝΖΑΝΙΑ 2008

•    Βοηθάμε το Ιεραποστολικό έργο του Επισκόπου Ειρηνουπόλεως κ. Δημητρίου.

•    Βοηθάμε και συνεργαζόμαστε με ένα Σχολείο στο Saadani της ΜΚΟ «Sana», με πρόεδρο τον έλληνα Κώστα Κουκούλη. Το πρώτο μας δώρο ήταν τα θρανία του σχολείου.

•    Βοηθάμε τον κ. Κώστα Κουκούλη για τη δημιουργία κήπου με λαχανικά για τα παιδιά.

ΡΟΥΑΝΤΑ 2012

•    Βοηθάμε το ιεραποστολικό έργο του Επισκόπου κ. Ιννοκέντιου.

•    Βοηθήσαμε το χτίσιμο  το Ιερού Ναού της Αγίας Τριάδος, που είναι ο πρώτος Ορθόδοξος Ναός στη Ρουάντα.

•    Δημιουργήσαμε το πρόγραμμα «Βοήθεια για Βοήθεια» για μικρές πηγές εσόδων για τα φτωχά παιδιά.

ΚΟΝΓΚΟ 2014

•    Βοηθάμε το ιεραποστολικό έργο του π. Δημητρίου στην Ουβίρα.

•    Δημιουργήσαμε το πρόγραμμα «Βοήθεια για Βοήθεια» για μια ζωή με λιγότερη φτώχεια.

•    Συνεχίζουμε τη βοήθεια και τη συνεργασία μας με τον π. Δημήτριο που είναι ταπεινός ιερέας, γεμάτος αγάπη και προσφορά για τον κόσμο που διακονεί.



Αυτό το χαμόγελο μπορεί να γίνει ακόμα πιο δυνατό, με τη δική σας υποστήριξη και αγάπη. Μαζί μπορούμε να δώσουμε ελπίδα στους συνανθρώπους μας και στα παιδιά του κόσμου.

Με ετήσια συνδρομή 10 ευρώ μπορείτε να γίνετε μέλη των «Ανθρώπων αγάπης».
Με ετήσια συνδρομή 20 ευρώ μπορείτε να γίνετε ανάδοχοι στο δικό σας «Παιδί καρδιάς».

Με ιδιαίτερη εκτίμηση
Η Πρόεδρος

Με ετήσια συνδρομή 10 ευρώ μπορείτε να γίνετε μέλη των «Ανθρώπων αγάπης».
Με ετήσια συνδρομή 20 ευρώ μπορείτε να γίνετε ανάδοχοι στο δικό σας «Παιδί καρδιάς».
Τηλέφωνο επικοινωνίας:6979793693    www.lovepeople.gr     e-mail info@lovepeople.gr",Ελλάδα,News,2019,Ελλάδα,,
ΠΡΑΚΤΙΚΟ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΗΣ ΟΡΓΑΝΩΣΗΣ ΜΕ ΤΗΝ ΕΠΩΝΥΜΙΑ <<ΑΝΘΡΩΠΟΙ ΑΓΑΠΗΣ >> ΤΗΣ 24ηΣ ΜΑΡΤΙΟΥ 2007 ΓΙΑ ΤΗΝ ΣΥΓΚΡΟΤΗΣΗ ΣΕ ΣΩΜΑ,,Ελλάδα,News,ΟΡΓΑΝΙΣΜΟΣ,Ελλάδα,,
"""Πιάτα αγάπης""","Νιώσαμε δυνατή χαρά που προσφέραμε τα δώρα της αγάπης μας, τρόφιμα και λίγα χρήματα σε μοναχικούς συνανθρώπους μας και σε άπορες οικογένειες στη Νέα Φιλαδέλφεια, στο πρόγραμμα των ¨Ανθρώπων αγάπης""",Ελλάδα,News,2019,Ελλάδα,,
Γιορτή Αγίου Σώζοντος,"Την Παρασκευή 6 Σεπτεμβρίου 2019, ο καλός μας π. Βασίλειος, ο Σεβασμιώτατος Επίσκοπος Ιλίου κ. Αθηναγόρας, πολύς κόσμος από το φτωχό οικισμό Καποτά Μενιδίου, γιόρτασαν με  μεγάλη κατάνυξη και δυνατή χαρά, στο Ιερό Παρεκκλήσιο του Αγίου Σώζοντος.
Νιώσαμε μεγάλη χαρά, που οι "" Άνθρωποι αγάπης "" βοήθησαν στην όλη διοργάνωση της γιορτής.",Ελλάδα,News,2019,Ελλάδα,001.jpg,
"Ιερός Ναός, στο Γκιγκούγκουε, στο Μπουρούντι Αφρικής","Στο Γκιγκούγκουε μια πολύ φτωχική κοινότητα, οι άνθρωποι διψούν για Ορθοδοξία!
Ο Επίσκοπος Μπουρούντι Ρουάντα κ. Ιννοκέντιος, αγαπάει πολύ αυτήν την κοινότητα. Η Πρόεδρος των '' Ανθρώπων αγάπης "" με μια ομάδα εθελοντών, επισκεφτήκαμε αυτήν την κοινότητα το 2018, αγαπήσαμε αυτούς τους φτωχούς ανθρώπους και τους βοηθήσαμε για την ενοικίαση γης, για την καλλιέργεια φασολιών, καλαμποκιού και μανιόκ.
Με τη βοήθεια καλών ανθρώπων, στο Γκιγκούγκουε, άρχισε να χτίζεται Ιερός Ναός, που τόσο πολύ αυτοί οι άνθρωποι λαχταρούσαν.
Νιώθουμε ευλογία που και οι '' Άνθρωποι αγάπης '' βοήθησαν για το χτίσιμο του Ιερού Ναού, που είναι αφιερωμένος στον Άγιο Αθανάσιο και στον Άγιο Ιωάννη τον Θεολόγο!",Μπουρουντι,News,2019,Μπουρουντι,received_649937558745453.jpeg,
"Δώρα αγάπης, στις χώρες της Αφρικής, Μπουρούντι, Ουγκάντα, Κογκό","Με μεγάλη χαρά συναντήσαμε στην Αθήνα, την Τρίτη 10 Σεπτεμβρίου 2019, τον π. Δαμασκηνό, που έχει επιτελέσει μεγάλο Ιεραποστολικό έργο στην Αφρική, κυρίως στο Μπουρούντι.
Γνωρίσαμε τον π. Δαμασκηνό το 2007 στο Μπουρούντι και από τότε τον αγαπήσαμε για το έργο του και γιατί μας βοηθάει στο δικό μας έργο, σε αυτήν τη χώρα.
Ο π.Δαμασκηνός με χαρά δέχτηκε χρήματα από τους ""Ανθρώπους αγάπης"" για να γίνουν δώρα στα παιδιά και στους συνανθρώπους μας στις χώρες της Αφρικής.
Για το Μπουρούντι, χρήματα για την αγορά φασολιών, στις 4 χριστιανικές κοινότητες στη Μπουζουμπούρα και στους φτωχούς ανθρώπους στην Κανιόσα και τετράδια, για τα παιδιά του σχολείου,που έχουμε ιδρύσει, στη Μπουραμάτα.
Στην Ουγκάντα, χρήματα στον Διευθυντή Θεόδωρο Κομπέ για τα δίδακτρα του μαθητή Αλέξιου, που είναι γιος του Έλληνα Πέτρου Γκραμμέλη, που είναι πολύ φτωχός.
Στο Κογκό, χρήματα στον καλό μας π. Δημήτριο, για το πρωινό των πολύ φτωχών παιδιών του σχολείου, στην πόλη Ουβίρα.",Ελλάδα,News,2019,Ελλάδα,,
Επίσκεψη στις Φυλακές Αυλώνας γεωργία χατζήβεη 	,"Η Πρόεδρος των "" Ανθρώπων αγάπης "" , εθελοντές και παιδιά από την ομάδα νέων της Μητρόπολης Μεσογαίας και Λαυρεωτικής, πραγματοποιήσαμε επίσκεψη στις Φυλακές Αυλώνας την Τρίτη 23 Απριλίου στις10.00π.μ.
Προσφέραμε στα παιδιά που συναντήσαμε τα δώρα μας και μιλήσαμε αρκετή ώρα μαζί τους.
Μετά συναντήσαμε τους υπεύθυνους των Φυλακών και συμφωνήσαμε, οι "" Άνθρωποι αγάπης "" και η ομάδα νέων της Μητρόπολης, να προσφέρουμε για τα παιδιά, δύο τηλεοπτικά κανάλια της "" Νονα "" , για δύο χρόνια, για να βλέπουν προγράμματα και επιλεγμένες ταινίες στις ελεύθερες ώρες τους. Νιώσαμε όλοι δυνατή χαρά!",Ελλάδα,News,2019,Ελλάδα,,
Επίσκεψη στις Φυλακές Αυλώνας,"Με μεγάλη χαρά, η γνωστή ομάδα από τους "" Ανθρώπους αγάπης "" , η Πρόεδρος και τα παιδιά από την ομάδα νέων της Μητρόπολης Μεσογαίας και Λαυρεωτικής, επισκεφτήκαμε ξανά, όπως κάνουμε εδώ και αρκετά χρόνια, τα γνωστά μας παιδιά, στις Φυλακές Αυλώνας.
Μείναμε αρκετή ώρα μαζί τους, μιλήσαμε για τη ζωή τους, τα προβλήματα που τους απασχολούν, τους προσφέραμε τηλεκάρτες, γλυκίσματα, mp3, που πολύ άρεσαν στα παιδιά!
Αποχαιρετήσαμε τα παιδιά, με την υπόσχεση, να συναντηθούμε ξανά.",Ελλάδα,News,2019,Ελλάδα,,
"Γιορτή, για τη μικρή, αγαπημένη μας πατρίδα, το Καλάμι της Κρήτης","Ήταν πανέμορφη η βραδιά στο Π.Ι.Π.Ε.Δ. Είμαστε όλοι εκεί, φίλοι, από το μικρό αγαπημένο μας χωριό το Καλάμι.
Μετά από πολλά χρόνια ξανά μαζί!
Φίλοι αγαπημένοι, από τα όμορφα, παιδικά χρόνια!
Αγάπη, χαρά, συγκίνηση!
Τραγούδια, Κρητικοί χοροί, λύρα, ρακή, Κρητικά νόστιμα φαγητά! Τι όμορφα!
Όλοι μαζί μια χαρούμενη συντροφιά, μια χαρούμενη οικογένεια!
Να βρεθούμε ξανά, ήταν η ευχή όλων των αγαπημένων Καλαμιωτών!
Μετά το τέλος της όμορφης βραδιάς, όλοι κρατούσαν στα χέρια τους, το βιβλίο για το αγαπημένο μας χωριό το Καλάμι και έβαζαν χρήματα στον κουμπαρά της αγάπης!
Τα χρήματα του βιβλίου και του κουμπαρά, θα διατεθούν για την παροχή νερού, στα παιδιά ενός σχολείου, στην τρίτη πιο φτωχή χώρα του κόσμου, στο Μπουρούντι της Αφρικής!
Ευχαριστούμε με όλη μας την καρδιά, όλους αυτούς τους ωραίους, αγαπημένους  ανθρώπους, με την όμορφη καρδιά, τη γεμάτη αγάπη,για το Καλάμι και τα παιδιά του κόσμου!",Ελλάδα,News,2019,Ελλάδα,002.jpg,
